ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
513030.SH,德国ETF,华安基金,招商银行,股票型,20140808,,20140905,20140714,,3.3778,0.8,0.2,,1.0,0.1,,德国DAX指数(DAX Index)收益率(经汇率调整后的总收益指数收益率),L,被动指数型,契约型开放式,,20140905,20140905,E
150188.SZ,转债优先(退市),招商基金,中国农业银行,债券型,20140731,20201108,20140825,20140707,20201105,1.2844,0.8,0.2,,1.0,0.1,,标普中国可转债指数*60%+中债综合指数*40%,D,债券型,契约型封闭式,,20140825,,E
150189.SZ,转债进取(退市),招商基金,中国农业银行,债券型,20140731,20201108,20140825,20140707,20201105,0.5505,0.8,0.2,,1.0,0.1,,标普中国可转债指数*60%+中债综合指数*40%,D,债券型,契约型封闭式,,20140825,,E
150187.SZ,军工B级(退市),申万菱信基金,中国农业银行,股票型,20140724,20201231,20140811,20140630,20210104,0.1316,1.0,0.22,,1.0,0.1,,中证军工指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140811,,E
150186.SZ,军工A级(退市),申万菱信基金,中国农业银行,股票型,20140724,20201231,20140811,20140630,20210104,0.1316,1.0,0.22,,1.0,0.1,,中证军工指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140811,,E
163115.SZ,申万军工LOF,申万菱信基金,中国农业银行,股票型,20140724,,20210125,20140630,,3.9248,1.0,0.2,,1.0,0.1,,中证军工指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20140811,20140811,E
512220.SH,TMTETF,景顺长城基金,中国银行,股票型,20140718,,20140819,20140623,,5.9397,0.5,0.1,,1.0,0.1,,中证科技传媒通信150指数,L,被动指数型,契约型开放式,,20140819,20140819,E
512210.SH,景顺食品(退市),景顺长城基金,中国银行,股票型,20140718,20180306,20140819,20140623,20180831,2.6881,0.5,0.1,,1.0,0.1,,中证800食品饮料指数,D,被动指数型,契约型开放式,,20140819,20140819,E
512230.SH,景顺医药(退市),景顺长城基金,中国银行,股票型,20140718,20180306,20140819,20140623,20190123,6.2787,0.5,0.1,,1.0,0.1,,中证医药卫生指数,D,被动指数型,契约型开放式,,20140819,20140819,E
160133.SZ,南方天元LOF,南方基金,中国工商银行,股票型,20140703,,20140825,20140717,,28.1143,1.2,0.2,,1.0,0.1,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20140825,20140825,E
160810.SZ,长盛同丰(退市),长盛基金,中国银行,债券型,20140627,20180122,20140711,20140627,20180123,6.5791,0.7,0.2,,1.0,,,中债综合指数(全价),D,债券型,契约型开放式,,20140711,20140711,E
512070.SH,证券保险ETF易方达,易方达基金,中国建设银行,股票型,20140626,,20140718,20140609,,5.5616,0.5,0.1,,1.0,0.1,,沪深300非银行金融指数,L,被动指数型,契约型开放式,,20140718,20140718,E
512640.SH,金融地产ETF嘉实,嘉实基金,中国银行,股票型,20140620,,20140725,20140519,,2.3924,0.5,0.1,,1.0,0.1,,中证金融地产指数收益率,L,被动指数型,契约型开放式,,20140725,20140725,E
512600.SH,消费ETF嘉实,嘉实基金,中国银行,股票型,20140613,,20140725,20140519,,2.3695,0.5,0.1,,1.0,0.1,,中证主要消费指数收益率,L,被动指数型,契约型开放式,,20140725,20140725,E
512610.SH,医药卫生ETF基金(退市),嘉实基金,中国银行,股票型,20140613,20221031,20140725,20140519,20221222,4.5964,0.5,0.1,,1.0,0.1,,中证医药卫生指数收益率,D,被动指数型,契约型开放式,,20140725,20140725,E
160513.SZ,稳健债LOF,博时基金,招商银行,债券型,20140610,,20140701,20140610,,7.9962,0.6,0.15,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20140701,20140701,E
159936.SZ,可选消费ETF,广发基金,中国银行,股票型,20140603,,20140625,20140505,,8.3816,0.5,0.1,,1.0,0.1,,中证全指可选消费指数,L,被动指数型,契约型开放式,,20140625,20140625,E
161908.SZ,万家添利LOF,万家基金,中国邮政储蓄银行,债券型,20140603,,20140616,20140603,,12.0617,0.4,0.15,,1.0,,,中国债券总指数,L,债券型,契约型开放式,,20140606,20140606,E
150185.SZ,环保B(退市),申万菱信基金,中国农业银行,股票型,20140530,20201022,20140616,20140505,20201021,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140616,,E
150184.SZ,环保A(退市),申万菱信基金,中国农业银行,股票型,20140530,20201022,20140616,20140505,20201021,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140616,,E
163114.SZ,申万环保LOF,申万菱信基金,中国农业银行,股票型,20140530,,20201109,20140505,,5.8776,1.0,0.2,,1.0,0.1,,中证环保产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140616,20140616,E
161015.SZ,富国天盈LOF,富国基金,中国工商银行,债券型,20140523,,20140604,20140523,,18.1948,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20140604,20140604,E
150164.SZ,可转债A(退市),东吴基金,平安银行,债券型,20140509,20200811,20140606,20140408,20200811,0.2181,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140606,,E
150165.SZ,可转债B(退市),东吴基金,平安银行,债券型,20140509,20200811,20140606,20140408,20200811,0.0935,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140606,,E
160625.SZ,证保LOF,鹏华基金,中国建设银行,股票型,20140505,,20210118,20140403,,3.8853,1.0,0.2,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140509,20140509,E
160626.SZ,信息LOF,鹏华基金,中国建设银行,股票型,20140505,,20210118,20140403,,4.1902,1.0,0.2,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140509,20140509,E
150179.SZ,信息A(退市),鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E
150180.SZ,信息B(退市),鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E
150177.SZ,证保A(退市),鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E
150178.SZ,证保B(退市),鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E
161505.SZ,银河通利债券LOF,银河基金,北京银行,债券型,20140425,,20140523,20140425,,8.2746,0.3,0.1,,1.0,,,中债综合全价指数,L,债券型,契约型开放式,,20140523,20140523,E
160918.SZ,中小盘LOF,大成基金,中国银行,混合型,20140410,,20140430,20140410,,,1.2,0.2,,1.0,,,中证700指数收益率*60%+恒生指数收益率*20%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20140430,20140430,E
150176.SZ,恒中企B(退市),银华基金,中国建设银行,股票型,20140409,20201231,20140512,20140310,20210104,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,D,被动指数型,契约型封闭式,,20140512,,E
161831.SZ,恒生国企LOF,银华基金,中国建设银行,股票型,20140409,,20150413,20140310,,1.4898,1.0,0.2,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,L,被动指数型,契约型开放式,,20140512,20140512,E
150175.SZ,恒中企A(退市),银华基金,中国建设银行,股票型,20140409,20201231,20140512,20140310,20210104,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,D,被动指数型,契约型封闭式,,20140512,,E
161024.SZ,军工LOF,富国基金,中国建设银行,股票型,20140404,,20210118,20140317,,7.6946,1.0,0.2,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140416,20140416,E
160812.SZ,长盛同益LOF,长盛基金,中国工商银行,混合型,20140404,,20140604,20140414,,26.8829,1.2,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20140604,20140604,E
150181.SZ,军工A(退市),富国基金,中国建设银行,股票型,20140404,20201231,20140423,20140317,20210104,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140423,,E
150182.SZ,军工B(退市),富国基金,中国建设银行,股票型,20140404,20201231,20140423,20140317,20210104,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140423,,E
150172.SZ,证券B(退市),申万菱信基金,中国工商银行,股票型,20140313,20201231,20140331,20140224,20210104,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140331,,E
163113.SZ,申万证券LOF,申万菱信基金,中国工商银行,股票型,20140313,,20210125,20140224,,5.182,1.0,0.2,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20140331,20140331,E
150171.SZ,证券A(退市),申万菱信基金,中国工商银行,股票型,20140313,20201231,20140331,20140224,20210104,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140331,,E
164705.SZ,恒生LOF,汇添富基金,中国农业银行,股票型,20140306,,20150413,20140124,,12.7063,0.8,0.2,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140408,20140408,E
150169.SZ,恒生A(退市),汇添富基金,中国农业银行,股票型,20140306,20201130,20140411,20140124,20201130,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140411,,E
150170.SZ,恒生B(退市),汇添富基金,中国农业银行,股票型,20140306,20201130,20140411,20140124,20201130,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140411,,E
510520.SH,诺安500(退市),诺安基金,中国银行,股票型,20140207,20190705,20140310,20140106,20191031,8.7909,0.5,0.1,,1.0,0.1,,中证500指数,D,被动指数型,契约型开放式,,20140310,20140310,E
150161.SZ,惠鑫B(退市),新华基金,中国工商银行,债券型,20140124,20170124,20140328,20131226,20170124,2.9606,0.7,0.2,,1.0,5.0,,中债新综合指数(全价),D,债券型,契约型封闭式,,20140328,,E
161811.SZ,沪深300LOF银华,银华基金,中国建设银行,股票型,20140107,,20201215,20140107,,2.3329,1.0,0.2,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140121,20140121,E
150167.SZ,银华300A(退市),银华基金,中国建设银行,股票型,20140107,20201129,20140121,20140107,20201127,0.0833,1.0,0.22,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140121,,E
150168.SZ,银华300B(退市),银华基金,中国建设银行,股票型,20140107,20201129,20140121,20140107,20201127,0.0833,1.0,0.22,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140121,,E
160220.SZ,国泰民益LOF,国泰基金,宁波银行,混合型,20131230,,20140116,20131218,,14.8855,0.7,0.2,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20140103,20140103,E
159935.SZ,中证500ETF景顺,景顺长城基金,中国银行,股票型,20131226,,20140121,20131203,,5.1257,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20140121,20140121,E
150157.SZ,金融A(退市),中信保诚基金,中国建设银行,股票型,20131220,20201231,20140122,20131125,20210104,0.1325,1.0,0.22,,1.0,0.1,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20140122,,E
150158.SZ,金融B(退市),中信保诚基金,中国建设银行,股票型,20131220,20201231,20140122,20131125,20210104,0.1325,1.0,0.22,,1.0,0.1,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20140122,,E
165521.SZ,金融LOF,中信保诚基金,中国建设银行,股票型,20131220,,20210203,20131125,,2.3668,1.0,0.2,,1.0,0.1,,中证800金融价格指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20140122,20140122,E
150160.SZ,通福B(退市),融通基金,中国工商银行,债券型,20131210,20161212,20140127,20131111,20161212,1.5842,0.7,0.2,,1.0,5.0,,中债综合(全价)指数收益率,D,债券型,契约型封闭式,,20140127,,E
513500.SH,标普500ETF,博时基金,中国工商银行,股票型,20131205,,20140115,20131104,,5.6504,0.6,0.2,,1.0,0.1,,"标普500指数(S&P 500 Index(NTR,Net total Return))(经估值汇率调整,以人民币计价)",L,被动指数型,契约型开放式,,20140115,20140115,E
512120.SH,医药50ETF,华安基金,中国建设银行,股票型,20131204,,20140106,20131108,,2.7125,0.5,0.1,,1.0,0.1,,中证细分医药产业主题指数收益率,L,被动指数型,契约型开放式,,20140106,20140106,E
512110.SH,中证地产(退市),华安基金,中国建设银行,股票型,20131204,20160920,20140106,20131108,20170113,2.8714,0.5,0.1,,1.0,0.1,,中证细分房地产产业主题指数收益率,D,被动指数型,契约型开放式,,20140106,20140106,E
159934.SZ,黄金ETF易方达,易方达基金,中国工商银行,商品型,20131129,,20131216,20131028,,5.0042,0.5,0.1,,1.0,0.1,,上海黄金交易所Au99.99现货实盘合约收盘价,L,黄金现货合约,契约型开放式,,20131216,20131216,E
160131.SZ,南方聚利(退市),南方基金,中国银行,债券型,20131128,20210611,20140121,20131028,20210618,2.9451,0.7,0.2,,1.0,0.1,,1年期银行定期存款利率(税后)+1.2%,D,债券型,契约型开放式,,20141201,20141201,E
150142.SZ,互利债B(退市),汇添富基金,中国工商银行,债券型,20131106,20161106,20140430,20131021,20161107,2.1081,0.7,0.2,,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20140430,,E
150139.SZ,中证800B(退市),银华基金,中国银行,股票型,20131105,20190415,20131211,20131009,20190416,1.0302,1.0,0.2,,1.0,0.1,,中证800等权重指数收益率*95%+银行活期存款利率(税后)*5%,D,增强指数型,契约型封闭式,,20131211,,E
150138.SZ,中证800A(退市),银华基金,中国银行,股票型,20131105,20190415,20131211,20131009,20190416,1.0302,1.0,0.2,,1.0,0.1,,中证800等权重指数收益率*95%+银行活期存款利率(税后)*5%,D,增强指数型,契约型封闭式,,20131211,,E
510680.SH,上证50ETF基金,万家基金,华夏银行,股票型,20131031,,20131202,20131014,,5.0072,0.5,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20131202,20131202,E
160915.SZ,大成景丰(退市),大成基金,中国农业银行,债券型,20131016,20200429,20131202,20131029,20200512,7.7405,0.7,0.2,,1.0,0.1,,中债综合指数,D,债券型,契约型开放式,,20131202,20131202,E
1648141.SZ,工银双债(退市),工银瑞信基金,中国银行,债券型,20130925,20160925,20131223,20130819,20160925,4.1212,0.75,0.2,3.0,1.0,0.1,,中债企业债总全价指数收益率*60%+天相可转债指数收益率*40%,D,债券型,契约型封闭式,,20131223,,E
150156.SZ,中银互B(退市),中银基金,中国民生银行,债券型,20130924,20171108,20131219,20130910,20171103,9.0005,0.7,0.2,,1.0,5.0,,中债综合指数(全价),D,债券型,契约型开放式,,20150925,20150925,E
512010.SH,医药ETF易方达,易方达基金,中国建设银行,股票型,20130923,,20131028,20130826,,5.2117,0.5,0.1,,1.0,0.1,,沪深300医药卫生指数,L,被动指数型,契约型开放式,,20131028,20131028,E
159933.SZ,国投金融地产ETF,国投瑞银基金,中国工商银行,股票型,20130917,,20131016,20130828,,5.7498,0.6,0.13,,1.0,0.1,,沪深300金融地产指数,L,被动指数型,契约型开放式,,20131016,20131016,E
150147.SZ,同利B(退市),天弘基金,中国工商银行,债券型,20130917,20160919,20131030,20130902,20160919,2.5444,0.7,0.2,,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20131030,,E
1610221.SZ,创业板指数LOF(退市),富国基金,中国建设银行,股票型,20130912,20240130,20210119,20130812,20240131,3.1542,1.0,0.2,,1.0,0.1,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20130923,20130923,E
150154.SZ,惠丰B(退市),中海基金,广发银行,债券型,20130912,20171109,20131206,20130816,20171117,3.6012,0.75,0.2,,1.0,5.0,,中证全债指数,D,债券型,契约型封闭式,,20150915,20150915,E
150153.SZ,创业板B(退市),富国基金,中国建设银行,股票型,20130912,20201231,20130930,20130812,20210104,0.2077,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130930,,E
159932.SZ,中证500深ETF(退市),大成基金,中国银行,股票型,20130912,20221114,20131021,20130819,20221122,3.3351,0.5,0.1,,1.0,0.1,,中证500深市价格指数,D,被动指数型,契约型开放式,,20131021,20131021,E
150152.SZ,创业板A(退市),富国基金,中国建设银行,股票型,20130912,20201231,20130930,20130812,20210104,0.2077,1.0,0.22,,1.0,0.1,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130930,,E
150020.SZ,汇利A(退市),富国基金,中国农业银行,债券型,20130909,20171210,20131021,20130909,20171211,4.0336,0.6,0.2,,1.0,,,中债综合指数,D,债券型,契约型封闭式,,20131021,,E
150021.SZ,汇利B(退市),富国基金,中国农业银行,债券型,20130909,20171210,20131021,20130909,20171211,1.7287,0.6,0.2,,1.0,,,中债综合指数,D,债券型,契约型封闭式,,20131021,,E
150151.SZ,有色800B(退市),中信保诚基金,中国银行,股票型,20130830,20201231,20130918,20130805,20210104,0.2842,1.0,0.22,,1.0,0.1,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20130918,,E
150150.SZ,有色800A(退市),中信保诚基金,中国银行,股票型,20130830,20201231,20130918,20130805,20210104,0.2842,1.0,0.22,,1.0,0.1,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20130918,,E
165520.SZ,有色LOF,中信保诚基金,中国银行,股票型,20130830,,20210203,20130805,,2.4495,1.0,0.2,,1.0,0.1,,中证800有色金属指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20130918,20130918,E
150131.SZ,医药B(退市),国泰基金,中国农业银行,股票型,20130829,20201231,20130911,20130805,20210104,5.0066,1.0,0.2,,1.0,0.1,,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130911,,E
160219.SZ,医药LOF,国泰基金,中国农业银行,股票型,20130829,,20210120,20130805,,5.0066,1.0,0.2,,1.0,0.1,,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20130911,20130911,E
150130.SZ,医药A(退市),国泰基金,中国农业银行,股票型,20130829,20201231,20130911,20130805,20210104,5.0066,1.0,0.2,,1.0,0.1,,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130911,,E
159930.SZ,能源ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,3.844,0.5,0.1,,1.0,0.1,,中证能源指数,L,被动指数型,契约型开放式,,20130916,20130916,E
159928.SZ,消费ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,7.9466,0.5,0.1,,1.0,0.1,,中证主要消费指数,L,被动指数型,契约型开放式,,20130916,20130916,E
159931.SZ,金融ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,7.4783,0.5,0.1,,1.0,0.1,,中证金融地产指数,L,被动指数型,契约型开放式,,20130916,20130916,E
159929.SZ,医药ETF,汇添富基金,中国工商银行,股票型,20130823,,20130916,20130715,,11.972,0.5,0.1,,1.0,0.1,,中证医药卫生指数,L,被动指数型,契约型开放式,,20130916,20130916,E
160515.SZ,安丰18定开,博时基金,浦发银行,债券型,20130822,,20131017,20130729,,2.476,0.6,0.18,,1.0,0.05,,1年期定期存款利率(税后)*150%,L,债券型,契约型开放式,,20150225,20150225,E
165519.SZ,医药生物科技LOF,中信保诚基金,中国银行,股票型,20130816,,20210203,20130722,,3.372,1.0,0.2,,1.0,0.1,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20130906,20130906,E
150148.SZ,医药800A(退市),中信保诚基金,中国银行,股票型,20130816,20201231,20130906,20130722,20210104,3.372,1.0,0.22,,1.0,0.1,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20130906,,E
150149.SZ,医药800B(退市),中信保诚基金,中国银行,股票型,20130816,20201231,20130906,20130722,20210104,3.372,1.0,0.22,,1.0,0.1,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20130906,,E
150143.SZ,转债A级(退市),银华基金,中国银行,债券型,20130815,20200728,20130828,20130715,20200729,0.8012,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,D,增强指数型,契约型封闭式,,20130828,,E
150144.SZ,转债B级(退市),银华基金,中国银行,债券型,20130815,20200728,20130828,20130715,20200729,0.3434,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,D,增强指数型,契约型封闭式,,20130828,,E
166904.SZ,民生添利定开(退市),民生加银基金,中国建设银行,债券型,20130812,20211227,20131029,20130708,20211231,16.4174,0.5,0.1,,1.0,0.1,,中国债券综合指数收益率,D,债券型,契约型开放式,,20160812,20160812,E
163824.SZ,中银盛利(退市),中银基金,中国工商银行,债券型,20130808,20201116,20131104,20130704,20201123,32.0659,0.7,0.2,,1.0,0.1,,1年期定期存款利率(税后)+0.6%,D,债券型,契约型开放式,,20140808,20140808,E
150145.SZ,高贝塔A(退市),招商基金,中国银行,股票型,20130801,20201116,20130902,20130708,20201113,1.3492,1.0,0.2,,1.0,0.1,,沪深300高贝塔指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20130902,,E
150146.SZ,高贝塔B(退市),招商基金,中国银行,股票型,20130801,20201116,20130902,20130708,20201113,1.3492,1.0,0.2,,1.0,0.1,,沪深300高贝塔指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,D,被动指数型,契约型封闭式,,20130902,,E
150141.SZ,国金300B(退市),国金基金,中国光大银行,股票型,20130726,20170831,20130823,20130701,20170831,0.3305,0.8,0.2,,1.0,0.1,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130823,,E
150140.SZ,国金300A(退市),国金基金,中国光大银行,股票型,20130726,20170831,20130823,20130701,20170831,0.3305,0.8,0.2,,1.0,0.1,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20130823,,E
150137.SZ,宝利B(退市),安信基金,中国工商银行,债券型,20130724,20150723,20131021,20130624,20150724,10.0015,0.7,0.2,,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20131021,,E
159927.SZ,A300ETF(退市),鹏华基金,中国建设银行,股票型,20130719,20180222,20130816,20130617,20180214,13.0658,0.5,0.1,,1.0,0.1,,沪深300指数,D,被动指数型,契约型开放式,,20130816,20130816,E
518880.SH,黄金ETF,华安基金,中国建设银行,商品型,20130718,,20130729,20130624,,12.0849,0.5,0.1,,1.0,0.1,,国内黄金现货价格收益率,L,黄金现货合约,契约型开放式,,20130729,20130729,E
518800.SH,黄金基金ETF,国泰基金,中国工商银行,商品型,20130718,,20130729,20130624,,4.1034,0.5,0.1,,1.0,0.1,,上海黄金交易所挂盘交易的Au99.99合约,L,黄金现货合约,契约型开放式,,20130729,20130729,E
511210.SH,企债ETF(退市),博时基金,中国工商银行,债券型,20130711,20171107,20130816,20130624,20180126,34.249,0.4,0.1,,1.0,0.1,,上证企债30指数收益率,D,被动指数型,契约型开放式,,20130816,20130816,E
510450.SH,180高ETF(退市),摩根基金,中国银行,股票型,20130708,20160622,20130801,20130603,20160824,3.2492,0.5,0.1,,1.0,0.1,,上证180高贝塔指数收益率,D,被动指数型,契约型开放式,,20130801,20130801,E
164815.SZ,原油LOF(退市),工银瑞信基金,中国银行,股票型,20130528,20170619,20130618,20130418,20170620,4.0233,1.5,0.28,,1.0,0.1,,Brent原油期货主力合约收益率(汇率调整后)*45%+WTI原油期货主力合约收益率(汇率调整后)*45%+人民币活期存款收益率(税后)*10%,D,股票型,契约型开放式,,20130607,20130607,E
159003.SZ,招商快线ETF,招商基金,平安银行,货币市场型,20130517,,20141020,20130513,,14.4557,0.2,0.08,,100.0,0.1,,人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20130607,20130607,E
159926.SZ,国债ETF(退市),嘉实基金,中国银行,债券型,20130510,20220614,20130805,20130417,20220622,6.4189,0.3,0.1,,1.0,0.1,,中证金边中期国债指数,D,被动指数型,契约型开放式,,20130619,20130805,E
162715.SZ,广发聚源LOF,广发基金,中国农业银行,债券型,20130508,,20130710,20130415,,7.7678,0.3,0.1,,1.0,0.1,,中债总全价指数收益率,L,债券型,契约型开放式,,20140508,20140508,E
161911.SZ,万家强化收益定开(退市),万家基金,华夏银行,债券型,20130507,20250604,20130801,20130408,20250613,2.5064,0.7,0.2,,1.0,0.01,,三年期银行定期存款收益率(税后),D,债券型,契约型开放式,,20160509,20160509,E
159924.SZ,300等权(退市),景顺长城基金,中国农业银行,股票型,20130507,20180306,20130605,20130325,20180320,8.7052,0.5,0.1,,1.0,0.1,,沪深300等权重指数,D,被动指数型,契约型开放式,,20130605,20130605,E
150132.SZ,元盛B(退市),金鹰基金,中国建设银行,债券型,20130502,20150430,20130605,20130408,20150504,9.5107,0.7,0.2,,1.0,5.0,,中国债券综合财富指数收益率,D,债券型,契约型封闭式,,20130605,,E
167901.SZ,华宸300(退市),华宸未来基金,中信银行,股票型,20130426,20160426,20130603,20130325,20160506,2.7295,0.8,0.15,,1.0,0.1,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,D,增强指数型,契约型开放式,,20130603,20130603,E
150134.SZ,德信B(退市),德邦基金,交通银行,债券型,20130425,20170420,20130603,20130325,20170420,8.2459,0.7,0.2,,1.0,0.1,,中证1-7年中高收益企债指数*90%+银行活期存款利率(税后)*10%,D,被动指数型,契约型封闭式,,20130603,,E
